product_id,product_name,brand,category,retail_price,ratings,reviews,date_added,stock_status,customer_segment,discount_pct,discounted_price,price_tier,rating_level,is_outlier
PID1019,Apple MacBook Air M1,Apple,Laptops,5811,4.9,4225,2025-04-14,Limited Stock,Mid-Tier,42.82,3323,Low,Excellent,False
PID1020,Apple MacBook Air M1,Apple,Laptops,83604,3.7,2978,2022-06-22,Limited Stock,Budget,44.75,46191,High,Average,False
PID1021,Nikon D3500,Nikon,Cameras,54207,4.3,7373,2021-05-04,In Stock,Budget,43.09,30849,Medium,Good,False
PID1022,Sony WH-1000XM4,Sony,Audio,85805,4.6,5907,2025-04-23,Limited Stock,Mid-Tier,12.39,75174,High,Excellent,False
PID1023,iPhone 13,Unknown,Phones,29193,4.3,6097,2023-08-01,Limited Stock,Premium,21.47,22925,Low,Good,False
PID1024,Redmi Note 12,Redmi,Phones,72432,3.8,5656,2023-07-25,In Stock,Mid-Tier,24.73,54520,High,Average,False
PID1025,Samsung Crystal 4K,Samsung,Televisions,93516,3.7,8984,2024-06-29,Limited Stock,Budget,49.24,47469,High,Average,False
PID1026,Nikon D3500,Nikon,Cameras,26158,4.6,4259,2023-09-27,Limited Stock,Budget,20.33,20840,Low,Excellent,False
PID1027,Nikon D3500,Nikon,Cameras,84978,3.0,8286,2021-02-27,In Stock,Premium,16.59,70880,High,Poor,False
PID1028,ASUS VivoBook 14,ASUS,Laptops,18931,4.9,5901,2022-02-08,Out of Stock,Budget,57.66,8015,Low,Excellent,True
PID1029,Noise ColorFit Pro 4,Noise,Wearables,3247,4.3,9325,2021-09-05,In Stock,Budget,5.49,3069,Low,Good,False
PID1030,Realme Narzo 60,Realme,Phones,59650,3.0,4917,2021-01-07,Out of Stock,Mid-Tier,59.88,23932,Medium,Poor,True
PID1031,Sony WH-1000XM4,AppbWH-1000XM,Audio,66225,4.3,8429,2022-03-04,Limited Stock,Budget,42.23,38258,Medium,Good,False
PID1032,Apple MacBook Air M1,Apple,Laptops,85154,3.8,2530,2020-07-16,Out of Stock,Premium,50.57,42092,High,Average,True
PID1033,Logitech MX Master 3,Logitech,Accessories,36273,4.3,1960,2021-02-02,In Stock,Premium,21.2,28583,Medium,Good,False
PID1034,Samsung Crystal 4K,Samsung,Televisions,67935,4.4,7045,2021-10-29,Limited Stock,Premium,5.79,64002,High,Good,False
PID1035,JBL Go 3,JBL,Audio,57386,2.7,1048,2024-01-19,Limited Stock,Budget,45.58,31229,Medium,Poor,False
PID1036,Nikon D3500,Nikon,Cameras,67303,3.8,5772,2024-02-06,In Stock,Mid-Tier,50.88,33059,High,Average,True
PID1037,Redmi Note 12,Redmi,Phones,32051,4.8,2529,2023-06-28,Out of Stock,Premium,45.73,17394,Low,Excellent,False
PID1038,iPad 10th Gen,iPad,Tablets,11894,3.3,2964,2022-11-11,In Stock,Budget,12.86,10364,Low,Average,False
PID1039,Fire-Boltt Ninja,FireBoltt,Wearables,69592,4.0,7137,2021-11-13,Limited Stock,Budget,46.44,37273,High,Average,False
PID1040,iPhone 13,Apple,Phones,4390,3.4,963,2020-09-04,In Stock,Mid-Tier,47.29,2314,Low,Average,False
PID1041,Canon EOS 1500D,Canon,Cameras,42106,3.6,536,2021-12-14,In Stock,Mid-Tier,41.22,24750,Medium,Average,False
PID1042,Boult Audio AirBass,Boult,Audio,96776,3.9,7340,2020-10-14,In Stock,Budget,47.14,51156,High,Average,False
PID1043,Lenovo IdeaPad Slim 3,Lenovo,Laptops,80538,3.9,7179,2021-09-02,Out of Stock,Budget,51.53,39037,High,Average,True
PID1044,Dell Inspiron 3511,Dell,Laptops,87813,3.0,7967,2020-11-22,Out of Stock,Premium,38.75,53785,High,Poor,False
PID1045,OnePlus Nord CE 3,Oneplus,Phones,11127,4.2,8734,2023-07-31,Limited Stock,Mid-Tier,9.87,10029,Low,Good,False
PID1046,Samsung Galaxy M13,Samsung,Phones,9292,2.7,845,2023-09-30,Limited Stock,Mid-Tier,31.82,6335,Low,Poor,False
PID1047,Noise ColorFit Pro 4,Noise,Wearables,74469,2.8,5777,2021-08-11,Limited Stock,Budget,9.27,67566,High,Poor,False
PID1048,HP Victus Gaming 16,Hp,Laptops,43501,2.5,3036,2024-11-14,Out of Stock,Mid-Tier,27.41,31577,Medium,Poor,False
PID1049,OnePlus Nord CE 3,Oneplus,Phones,77052,2.8,5947,2024-11-10,In Stock,Budget,27.39,55947,High,Poor,False
PID1050,Dell Inspiron 3511,Dell,Laptops,24397,3.7,2494,2020-09-08,Out of Stock,Budget,8.63,22292,Low,Average,False
PID1051,Samsung Galaxy M13,Samsung,Phones,68648,4.0,2719,2022-03-02,Limited Stock,Mid-Tier,24.19,52042,High,Average,False
PID1052,Zebronics ZEB-Rush,Zebronics,Audio,23983,4.5,1884,2020-06-22,Limited Stock,Mid-Tier,11.1,21321,Low,Good,False
PID1053,Noise ColorFit Pro 4,Noise,Wearables,49055,2.8,4349,2021-12-14,In Stock,Premium,49.45,24797,Medium,Poor,False
PID1054,HP Victus Gaming 16,Hp,Laptops,17659,4.6,5179,2022-10-10,Out of Stock,Premium,57.12,7572,Low,Excellent,True
PID1055,Dell Inspiron 3511,Dell,Laptops,80577,4.4,6610,2021-10-21,Limited Stock,Budget,8.98,73341,High,Good,False
PID1056,Acer Aspire 7,Acer,Laptops,36420,3.5,6430,2023-03-26,Limited Stock,Premium,57.53,15468,Medium,Average,True
PID1057,OnePlus Nord CE 3,Oneplus,Phones,92567,4.8,7154,2023-04-11,In Stock,Budget,33.74,61335,High,Excellent,False
PID1058,Samsung Crystal 4K,Samsung,Televisions,67621,5.0,6488,2021-03-08,Limited Stock,Premium,21.48,53096,High,Excellent,False
PID1059,iPad 10th Gen,iPad,Tablets,69979,3.0,4737,2023-03-11,Limited Stock,Budget,9.23,63520,High,Poor,False
PID1060,Sony WH-1000XM4,ApprWH-1000XM,Audio,89975,3.4,6525,2024-01-06,Limited Stock,Mid-Tier,32.53,60706,High,Average,False
PID1061,OnePlus Nord CE 3,Oneplus,Phones,19957,4.8,3850,2020-10-09,In Stock,Mid-Tier,48.7,10238,Low,Excellent,False
PID1062,LG Smart LED 43in,Lg,Televisions,67057,4.3,689,2023-10-15,Limited Stock,Budget,43.89,37626,High,Good,False
PID1063,Mi TV 5X,Mi,Televisions,77689,2.6,5175,2020-08-28,Out of Stock,Mid-Tier,7.76,71660,High,Poor,False
PID1064,Samsung Crystal 4K,Samsung,Televisions,79453,4.5,8648,2022-01-29,Limited Stock,Premium,9.01,72294,High,Good,False
PID1065,Apple MacBook Air M1,Apple,Laptops,53495,4.6,5078,2022-01-23,In Stock,Premium,27.16,38966,Medium,Excellent,False
PID1066,iPhone 13,Apple,Phones,41257,4.4,5448,2024-08-06,Out of Stock,Premium,21.24,32494,Medium,Good,False
PID1067,Sony WH-1000, sony ,Audio,10192,4.5,1179,2025-05-26,In Stock,Mid-Tier,17.78,8380,Low,Good,False
PID1068,boAt Rockerz 450,boAboat,Audio,46258,4.6,9074,2024-10-31,Out of Stock,Budget,20.46,36794,Medium,Excellent,False
PID1069,Lenovo IdeaPad Slim 3,Lenovo,Laptops,72909,3.0,6406,2023-01-10,Limited Stock,Mid-Tier,49.19,37045,High,Poor,False
PID1070,HP Pavilion 15,HP,Laptops,71711,3.1,8591,2023-09-03,Out of Stock,Budget,56.11,31474,High,Average,True
PID1071,Samsung Crystal 4K,Samsung,Televisions,66197,4.1,6907,2021-09-27,Limited Stock,Mid-Tier,27.28,48138,Medium,Good,False
PID1072,Fire-Boltt Ninja,ApprBoltt Ninja,Wearables,37565,4.8,8800,2023-04-27,In Stock,Budget,54.84,16964,Medium,Excellent,True
PID1073,Mi TV 5X,Mi,Televisions,92593,3.3,1638,2023-04-25,Limited Stock,Premium,22.68,71593,High,Average,False
PID1074,HP Victus Gaming 16,HP,Laptops,99799,4.0,5671,2022-01-12,Out of Stock,Premium,31.2,68662,High,Average,False
PID1075,Acer Aspire 7,Acer,Laptops,33106,4.2,6928,2021-10-02,Out of Stock,Mid-Tier,17.43,27336,Low,Good,False
PID1076,LG Smart LED 43in,LG,Televisions,12034,3.6,1382,2023-12-18,In Stock,Mid-Tier,40.23,7193,Low,Average,False
PID1077,Sony WH-1000XM4,Sony,Audio,95163,4.3,1403,2023-09-02,In Stock,Mid-Tier,58.84,39169,High,Good,True
PID1078,Apple MacBook Air M1,Apple,Laptops,40897,4.7,9011,2020-12-10,Out of Stock,Budget,38.19,25278,Medium,Excellent,False
PID1079,Logitech MX Master 3,Logitech,Accessories,91887,4.1,3292,2022-12-05,Out of Stock,Budget,24.68,69209,High,Good,False
PID1080,Canon EOS 1500D,Canon,Cameras,1516,3.8,9011,2024-12-09,Limited Stock,Budget,40.63,900,Low,Average,False
PID1081,HP Victus Gaming 16,Hp,Laptops,90289,3.6,419,2023-08-05,Out of Stock,Budget,11.76,79671,High,Average,False
PID1082,Samsung Galaxy M13,Samsung,Phones,56091,3.9,4517,2025-01-08,In Stock,Budget,53.88,25869,Medium,Average,True
PID1083,iPhone 13,Apple,Phones,90312,3.4,3302,2023-11-07,In Stock,Budget,32.67,60807,High,Average,False
PID1084,Logitech MX Master 3,Logitech,Accessories,23747,3.5,7857,2023-12-14,Limited Stock,Mid-Tier,29.71,16692,Low,Average,False
PID1085,Realme Narzo 60,Realme,Phones,24800,3.8,9700,2023-07-07,Limited Stock,Budget,37.22,15569,Low,Average,False
PID1086,JBL Go 3,JBL,Audio,74565,2.7,7870,2022-05-24,Out of Stock,Mid-Tier,39.36,45216,High,Poor,False
PID1087,Samsung Galaxy M13,Samsung,Phones,83298,3.1,5693,2025-01-21,Limited Stock,Premium,8.95,75843,High,Average,False
PID1088,HP Victus Gaming 16Hp,Hp,Laptops,9768,3.9,767,2024-08-16,Out of Stock,Mid-Tier,42.54,5613,Low,Average,False
PID1089,Nikon D3500,Appl D,Cameras,87307,3.6,2044,2022-10-01,Limited Stock,Budget,18.31,71321,High,Average,False
PID1090,Mi TV 5X,Mi,Televisions,12685,3.3,1549,2023-02-26,Out of Stock,Budget,44.27,7069,Low,Average,False
PID1091,Redmi Note 12,Redmi,Phones,64204,4.3,9956,2023-09-23,Out of Stock,Premium,50.24,31948,Medium,Good,True
PID1092,Redmi Note 12,Redmi,Phones,87279,4.2,6140,2024-07-25,Out of Stock,Budget,49.22,44320,High,Good,False
PID1093,Dell Inspiron 3511,Dell,Laptops,39599,2.9,3716,2022-09-25,In Stock,Mid-Tier,35.39,25585,Medium,Poor,False
PID1094,Apple MacBook Air M1,Apple,Laptops,9071,4.7,4481,2021-08-23,Limited Stock,Budget,33.61,6022,Low,Excellent,False
PID1095,Samsung Crystal 4K,Samsung,Televisions,38544,3.7,7898,2024-02-17,Limited Stock,Budget,12.86,33587,Medium,Average,False
PID1096,Samsung Galaxy M13,Samsung,Phones,51714,4.4,6548,2022-04-12,Limited Stock,Budget,47.64,27077,Medium,Good,False
PID1097,boAt Rockerz 450,boAboat,Audio,61728,3.9,2293,2022-08-06,In Stock,Mid-Tier,19.93,49426,Medium,Average,False
PID1098,JBL Go 3,JBL,Audio,49484,5.0,4837,2023-11-17,Out of Stock,Premium,32.32,33491,Medium,Excellent,False
PID1099,iPhone 13,Apple,Phones,41274,4.4,7758,2021-11-15,In Stock,Mid-Tier,20.64,32755,Medium,Good,False
PID1100,Dell Inspiron 3511,Dell,Laptops,3068,4.3,6793,2023-01-11,In Stock,Budget,12.36,2689,Low,Good,False
PID1101,HP Pavilion 15,HP,Laptops,63092,4.4,7638,2020-08-19,Out of Stock,Mid-Tier,39.63,38089,Medium,Good,False
PID1102,Canon EOS 1500D,Canon,Cameras,68063,2.9,7993,2024-09-19,In Stock,Premium,7.99,62625,High,Poor,False
PID1103,Redmi Note 12,Redmi,Phones,3195,3.0,6007,2023-11-18,Limited Stock,Mid-Tier,46.18,1720,Low,Poor,False
PID1104,boAt Rockerz 450,boAboat,Audio,48690,4.3,5542,2021-03-17,Out of Stock,Mid-Tier,22.47,37749,Medium,Good,False
PID1105,Logitech MX Master 3,Logitech,Accessories,5758,3.7,9092,2024-05-27,Limited Stock,Premium,5.01,5470,Low,Average,False
PID1106,LG Smart LED 43in,Lg,Televisions,88038,4.4,6356,2022-12-21,In Stock,Budget,33.11,58889,High,Good,False
PID1107,LG Smart LED 43in,Lg,Televisions,40004,2.8,8433,2020-08-14,In Stock,Mid-Tier,7.58,36972,Medium,Poor,False
PID1108,Acer Aspire 7,Acer,Laptops,33659,3.8,7380,2023-01-11,Out of Stock,Premium,20.19,26863,Medium,Average,False
PID1109,Fire-Boltt Ninja,ApplBoltt Ninja,Wearables,14486,3.4,2385,2024-02-08,In Stock,Premium,43.88,8130,Low,Average,False
PID1110,LG Smart LED 43in,Lg,Televisions,62358,3.6,4268,2024-05-09,Out of Stock,Budget,8.45,57089,Medium,Average,False
PID1111,Acer Aspire 7,Acer,Laptops,13166,4.0,671,2023-01-20,In Stock,Premium,51.16,6430,Low,Average,True
PID1112,Apple MacBook Air M1,Apple,Laptops,39160,3.8,163,2021-12-14,Out of Stock,Budget,5.21,37120,Medium,Average,False
PID1113,Redmi Note 12,Redmi,Phones,4061,3.8,8656,2023-07-31,Limited Stock,Premium,18.58,3306,Low,Average,False
PID1114,LG Smart LED 43in,Lg,Televisions,27354,3.7,4592,2024-07-04,In Stock,Premium,45.75,14840,Low,Average,False
PID1115,Mi TV 5X,Mi,Televisions,65005,3.5,4795,2021-07-17,In Stock,Budget,22.39,50450,Medium,Average,False
PID1116,Mi TV 5X,Mi,Televisions,52751,4.4,4798,2020-10-29,Limited Stock,Mid-Tier,10.6,47159,Medium,Good,False
PID1117,OnePlus Nord CE 3,Oneplus,Phones,23162,2.5,6036,2024-12-12,Out of Stock,Mid-Tier,24.81,17416,Low,Poor,False
PID1118,Boult Audio AirBass,Boult,Audio,8892,4.0,2355,2021-07-02,Out of Stock,Mid-Tier,19.87,7125,Low,Average,False
PID1119,Canon EOS 1500D,Canon,Cameras,31035,3.9,5887,2024-09-06,In Stock,Premium,51.35,15099,Low,Average,True
PID1120,ASUS VivoBook 14,ASUS,Laptops,79103,4.3,7961,2021-03-09,Limited Stock,Mid-Tier,22.23,61518,High,Good,False
PID1121,Sony WH-1000XM4,Sony,Audio,52756,4.0,5827,2021-02-02,Limited Stock,Mid-Tier,48.39,27227,Medium,Average,False
PID1122,iPad 10th Gen,iPad,Tablets,89635,4.6,8737,2021-10-14,Out of Stock,Premium,54.05,41187,High,Excellent,True
PID1123,Apple MacBook Air M1,Apple,Laptops,35722,4.9,4719,2022-04-28,Out of Stock,Budget,28.86,25413,Medium,Excellent,False
PID1124,Dell Inspiron 3511,Dell,Laptops,77873,3.4,593,2022-06-14,Out of Stock,Mid-Tier,55.05,35004,High,Average,True
PID1125,HP Pavilion 15,HP,Laptops,80075,3.1,4839,2023-01-08,Limited Stock,Premium,25.75,59456,High,Average,False
PID1126,Acer Aspire 7,Acer,Laptops,96854,3.6,7394,2025-02-01,In Stock,Premium,58.02,40659,High,Average,True
PID1127,LG Smart LED 43in,Lg,Televisions,85151,3.2,9651,2023-08-29,In Stock,Budget,9.91,76713,High,Average,False
PID1128,iPad 10th Gen,iPad,Tablets,63835,4.0,3493,2022-01-05,Out of Stock,Mid-Tier,42.79,36520,Medium,Average,False
PID1129,Mi TV 5X,Mi,Televisions,11465,4.8,6164,2023-10-05,Out of Stock,Premium,32.16,7778,Low,Excellent,False
PID1130,Apple MacBook Air M1,Apple,Laptops,25038,2.8,2672,2023-02-22,Out of Stock,Mid-Tier,26.32,18448,Low,Poor,False
PID1131,HP Pavilion 15,HP,Laptops,71092,2.8,4200,2022-04-16,Out of Stock,Mid-Tier,39.8,42797,High,Poor,False
PID1132,Samsung Crystal 4K,Samsung,Televisions,98518,3.1,16,2024-12-26,Out of Stock,Budget,43.71,55456,High,Average,False
PID1133,Fire-Boltt Ninja,Boltt,Wearables,8610,4.3,3191,2024-11-07,Limited Stock,Budget,5.24,8159,Low,Good,False
PID1134,ASUS VivoBook 14,ASUS,Laptops,79809,4.0,392,2024-02-02,In Stock,Premium,14.18,68492,High,Average,False
PID1135,Boult Audio AirBass,Boult,Audio,27766,2.8,8616,2023-07-12,Limited Stock,Premium,44.22,15488,Low,Poor,False
PID1136,Boult Audio AirBass,Boult,Audio,53492,4.8,6272,2023-09-21,Out of Stock,Premium,41.65,31213,Medium,Excellent,False
PID1137,boAt Rockerz 450,boAboat,Audio,83448,4.5,571,2021-12-13,Out of Stock,Premium,58.13,34940,High,Good,True
PID1138,iPad 10th Gen,iPad,Tablets,99306,2.6,3631,2024-06-10,Limited Stock,Premium,46.86,52771,High,Poor,False
PID1139,JBL Go 3,JBL,Audio,7410,4.1,6172,2024-08-06,Limited Stock,Premium,57.29,3165,Low,Good,True
PID1140,Noise ColorFit Pro 4,Noise,Wearables,91482,4.4,9312,2024-01-24,Limited Stock,Premium,43.64,51559,High,Good,False
PID1141,HP Pavilion 15,Hp,Laptops,706,3.4,7177,2022-05-15,Out of Stock,Premium,21.39,555,Low,Average,False
PID1142,OnePlus Nord CE 3,Oneplus,Phones,87554,2.7,8433,2023-09-11,Limited Stock,Mid-Tier,10.8,78098,High,Poor,False
PID1143,Boult Audio AirBass,Boult,Audio,88397,2.7,3897,2024-06-08,In Stock,Premium,48.0,45966,High,Poor,False
PID1144,Redmi Note 12,Redmi,Phones,23919,2.8,8123,2021-09-08,Out of Stock,Budget,40.43,14249,Low,Poor,False
PID1145,Apple MacBook Air M1,Apple,Laptops,51136,4.6,2279,2021-07-06,In Stock,Premium,7.65,47224,Medium,Excellent,False
PID1146,HP Victus Gaming 16,Hp,Laptops,50515,4.8,8980,2023-06-22,In Stock,Premium,24.8,37987,Medium,Excellent,False
PID1147,Samsung Crystal 4K,Samsung,Televisions,54768,2.8,7451,2024-03-13,In Stock,Premium,57.62,23211,Medium,Poor,True
PID1148,Noise ColorFit Pro 4,Noise,Wearables,88439,3.1,8906,2022-09-17,Limited Stock,Budget,32.52,59679,High,Average,False
PID1149,Apple MacBook Air M1,Apple,Laptops,18641,2.9,775,2020-06-19,In Stock,Budget,28.8,13272,Low,Poor,False
PID1150,Redmi Note 12,Redmi,Phones,80856,3.0,6869,2024-12-24,Limited Stock,Premium,30.17,56462,High,Poor,False
PID1151,Apple MacBook Air M1,Apple,Laptops,72410,4.6,2247,2020-09-07,Limited Stock,Mid-Tier,16.49,60470,High,Excellent,False
PID1152,Lenovo IdeaPad Slim 3,Apple,Laptops,56544,3.3,7088,2023-11-20,Out of Stock,Budget,25.28,42250,Medium,Average,False
PID1153,Nikon D3500,Nikon,Cameras,67714,3.3,78,2021-04-06,Out of Stock,Mid-Tier,25.34,50555,High,Average,False
PID1154,Nikon D3500,Nikon,Cameras,34327,3.1,8080,2021-08-04,Limited Stock,Mid-Tier,7.88,31622,Medium,Average,False
PID1155,Canon EOS 1500D,Canon,Cameras,56320,4.0,7099,2023-02-12,Out of Stock,Budget,47.22,29726,Medium,Average,False
PID1156,Xiaomi Pad 6,Xiaomi,Tablets,63123,3.4,3926,2024-02-25,Out of Stock,Premium,27.91,45505,Medium,Average,False
PID1157,Lenovo IdeaPad Slim 3,Lenovo,Laptops,82234,4.4,9047,2021-06-23,Out of Stock,Mid-Tier,50.22,40936,High,Good,True
PID1158,Sony WH-1000XM4,ApprWH-1000XM,Audio,75950,3.0,7340,2022-07-19,In Stock,Premium,51.77,36631,High,Poor,True
PID1159,Nikon D3500,Appr D,Cameras,93926,4.5,7083,2024-07-29,In Stock,Mid-Tier,16.66,78278,High,Good,False
PID1160,Nikon D3500,Nikon,Cameras,22799,4.0,6230,2024-07-13,Out of Stock,Budget,41.15,13417,Low,Average,False
PID1161,Samsung Crystal 4K,Samsung,Televisions,44085,2.8,9223,2024-11-10,In Stock,Mid-Tier,30.98,30427,Medium,Poor,False
PID1162,Fire-Boltt Ninja,Boltt,Wearables,64544,3.5,4940,2021-06-10,Limited Stock,Budget,53.41,30071,Medium,Average,True
PID1163,Acer Aspire 7,Acer,Laptops,43057,4.7,3271,2022-12-17,Limited Stock,Budget,16.87,35793,Medium,Excellent,False
PID1164,Xiaomi Pad 6,Xiaomi,Tablets,49580,4.8,3456,2021-02-15,Out of Stock,Budget,42.28,28618,Medium,Excellent,False
PID1165,Zebronics ZEB-Rush,Zebronics,Audio,3193,3.7,7788,2024-04-07,Out of Stock,Mid-Tier,38.43,1966,Low,Average,False
PID1166,HP Victus Gaming 16,HP,Laptops,95503,3.7,8599,2023-11-08,In Stock,Budget,21.24,75218,High,Average,False
PID1167,JBL Go 3,JBL,Audio,95759,4.8,7650,2022-06-13,Out of Stock,Premium,12.51,83780,High,Excellent,False
PID1168,Fire-Boltt Ninja,ApplBoltt Ninja,Wearables,69663,4.0,2711,2022-03-03,Limited Stock,Budget,40.84,41213,High,Average,False
PID1169,Lenovo IdeaPad Slim 3,Lenovo,Laptops,26439,2.6,1668,2023-10-21,Limited Stock,Mid-Tier,45.62,14378,Low,Poor,False
PID1170,Samsung Crystal 4K,Samsung,Televisions,49425,4.8,147,2023-06-14,In Stock,Mid-Tier,22.36,38374,Medium,Excellent,False
PID1171,Boult Audio AirBass,Boult,Audio,43441,3.1,6420,2025-01-06,Out of Stock,Premium,40.47,25860,Medium,Average,False
PID1172,boAt Rockerz 450,boAboat,Audio,22334,3.9,365,2024-09-11,Limited Stock,Mid-Tier,26.73,16364,Low,Average,False
PID1173,Canon EOS 1500D,Canon,Cameras,18547,2.9,9866,2024-12-24,In Stock,Premium,44.23,10344,Low,Poor,False
PID1174,LG Smart LED 43in,LG,Televisions,26605,2.6,4531,2021-01-02,In Stock,Premium,15.96,22359,Low,Poor,False
PID1175,Mi TV 5X,Mi,Televisions,76266,3.3,5330,2021-03-04,In Stock,Mid-Tier,53.96,35113,High,Average,True
PID1176,Noise ColorFit Pro 4,Noise,Wearables,16207,4.5,5510,2022-04-09,Out of Stock,Mid-Tier,20.81,12834,Low,Good,False
PID1177,Realme Narzo 60,Realme,Phones,22476,3.2,8754,2021-07-01,Out of Stock,Mid-Tier,25.23,16805,Low,Average,False
PID1178,Realme Narzo 60,Realme,Phones,44762,3.1,8964,2021-04-17,Limited Stock,Mid-Tier,8.2,41092,Medium,Average,False
PID1179,Logitech MX Master 3,Logitech,Accessories,24276,3.0,6493,2022-08-16,Limited Stock,Mid-Tier,11.13,21574,Low,Poor,False
PID1180,ASUS VivoBook 14,ASUS,Laptops,30580,3.8,5439,2023-07-22,Limited Stock,Budget,33.37,20375,Low,Average,False
PID1181,Dell Inspiron 3511,Dell,Laptops,67342,4.9,9765,2021-03-23,In Stock,Mid-Tier,19.72,54062,High,Excellent,False
PID1182,HP Victus Gaming 16,Hp,Laptops,61873,3.6,6511,2025-02-19,In Stock,Budget,50.95,30349,Medium,Average,True
PID1183,ASUS VivoBook 14,ASUS,Laptops,7276,3.9,7504,2021-10-03,In Stock,Budget,5.81,6853,Low,Average,False
PID1184,LG Smart LED 43in,LG,Televisions,93287,4.7,1246,2024-04-04,Out of Stock,Mid-Tier,25.85,69172,High,Excellent,False
PID1185,Acer Aspire 7,Acer,Laptops,55516,3.8,3839,2023-01-25,In Stock,Budget,23.55,42442,Medium,Average,False
PID1186,Logitech MX Master 3,Logitech,Accessories,9974,3.0,8551,2024-03-27,Limited Stock,Budget,6.06,9370,Low,Poor,False
PID1187,iPhone 13,Apple,Phones,58553,3.2,2376,2021-04-17,Out of Stock,Premium,11.84,51620,Medium,Average,False
PID1188,Boult Audio AirBass,Boult,Audio,22459,3.3,3009,2022-02-26,Limited Stock,Mid-Tier,27.75,16227,Low,Average,False
PID1189,Zebronics ZEB-Rush,Applnics ZEB-Rush,Audio,6030,3.5,9154,2024-03-03,Out of Stock,Budget,32.11,4094,Low,Average,False
PID1190,iPhone 13,Apple,Phones,95356,3.6,1827,2022-07-14,Limited Stock,Mid-Tier,27.24,69381,High,Average,False
PID1191,Mi TV 5X,Mi,Televisions,4248,4.5,6979,2021-12-20,Limited Stock,Premium,34.2,2795,Low,Good,False
PID1192,Boult Audio AirBass,Boult,Audio,98004,3.4,9805,2020-10-04,Limited Stock,Mid-Tier,37.73,61027,High,Average,False
PID1193,ASUS VivoBook 14,ASUS,Laptops,98598,3.7,9832,2025-01-23,Out of Stock,Budget,5.55,93126,High,Average,False
PID1194,Dell Inspiron 3511,Dell,Laptops,14045,4.1,8569,2023-02-04,Limited Stock,Budget,30.53,9757,Low,Good,False
PID1195,Mi TV 5X,Mi,Televisions,66699,3.4,4285,2021-11-05,Out of Stock,Mid-Tier,57.99,28020,Medium,Average,True
PID1196,Redmi Note 12,Redmi,Phones,35266,4.6,6910,2025-01-14,In Stock,Mid-Tier,33.55,23434,Medium,Excellent,False
PID1197,Apple MacBook Air M1,Apple,Laptops,74030,4.0,8561,2024-04-04,In Stock,Budget,42.26,42745,High,Average,False
PID1198,HP Pavilion 15,HP,Laptops,94057,3.2,2196,2024-10-29,In Stock,Premium,22.15,73223,High,Average,False
